language	treebank	index	text	parser	uas	las
de	GSD	20	Anders kann ich es nicht ausdrücken.	corenlp	1.0	1.0
de	GSD	21	Ansonsten gemütliche Bar mit innenstadtüblichen Preisen und spätabendlicher Küche.	corenlp	0.9	0.9
de	GSD	22	Ansonsten gibt es eine Auswahl an verschiedenen Kraft - und Cardiogeräten.	corenlp	1.0	0.8333333333333334
de	GSD	23	Ansonsten war alles bestens.	corenlp	1.0	1.0
de	GSD	24	Auch alle anderen Speisen und der Kuchen aus eigener Herstellung.	corenlp	0.9090909090909091	0.8181818181818182
de	GSD	25	Auch das passende Preis - Leistungsverhältnis.	corenlp	0.8571428571428571	0.8571428571428571
de	GSD	26	Auch das Servieren der Speisen ging auffallend schnell, also ich könnte nicht so schnell kochen.	corenlp	0.8235294117647058	0.7058823529411765
de	GSD	27	Auch eine anschließende Reklamation mit einer Überprüfung der Gläser brachte keine Verbesserung.	corenlp	0.9230769230769231	0.8461538461538461
de	GSD	28	Auch für Probetermine nimmt sie sich sehr viel Zeit und zeichnet alles genaustens vor, so dass man sich vorstellen kann, wie das Ergebnis ist.	corenlp	0.8148148148148148	0.7037037037037037
de	GSD	29	Auch hier sind die Leistungen top, hoffe die Regulierung auch.	corenlp	0.75	0.6666666666666666
de	GSD	30	Auch wenn ich nicht viel von Besuchen beim Zahnarzt halte, wer tut das schon gerne, kann ich nur sagen, die Frau versteht ihren Beruf.	corenlp	0.5862068965517241	0.5862068965517241
de	GSD	31	Auch wenn man einen Termin hat, kann / muß man mal warten, wie bei Arzt oder Frieseur das ist nun mal so.	corenlp	0.52	0.52
de	GSD	32	Auch zu beachten ist, dass das Angebot aus der Internetreferenz im Laden selber für unseren Bedarf sichtlich fehlte...	corenlp	0.8571428571428571	0.8095238095238095
de	GSD	33	Auf Fax und Telefonanrufe wird nicht reagiert.	corenlp	1.0	1.0
de	GSD	34	"Auf unserer Elberadweg-Tour haben wir im ""Kranhaus"" einen Abend verweilen können und haben es sehr genossen."	corenlp	0.7727272727272727	0.7272727272727273
de	GSD	35	Aussage des Verkäufers in 15 minuten freigeschalten sein.	corenlp	0.7777777777777778	0.6666666666666666
de	GSD	36	Außenplätze, separates Kinderspielzimmer und ein gemütlicher Gastraum.	corenlp	1.0	1.0
de	GSD	37	Außerdem gehört Herr Lansky zu den Anwälten, die gerade herraus sagen, wie die Chancen stehen, den Fall zu gewinnen oder nicht.	corenlp	0.76	0.68
de	GSD	38	Bei Kontaktanfragen wird man bei Problemen wochenlang ignoriert!!!	corenlp	1.0	0.9090909090909091
de	GSD	39	Bei Rechtsanwalt Lansky sind wir seit 2002 Mandanten.	corenlp	0.6666666666666666	0.6666666666666666
de	GSD	40	Bei unserem nächsten Aufenthalt auf Sylt werden wir ganz bestimmt wieder hier essen gehen!	corenlp	0.9333333333333333	0.9333333333333333
de	GSD	41	Beim Kickboxen kommen dann selbstverständlich noch verschiedenste Tritt - Techniken dazu.	corenlp	0.5384615384615384	0.5384615384615384
de	GSD	42	Bester Kaffee im Veedel sowieso.	corenlp	1.0	1.0
de	GSD	43	biene maja tanzt.	corenlp	0.75	0.75
de	GSD	44	Bilder werden dort gespeichert, so dass man auch später noch Abzüge bestellen kann.	corenlp	0.7333333333333333	0.6666666666666666
de	GSD	45	Bin 4:20 Minuten vor dem Termin.	corenlp	0.42857142857142855	0.42857142857142855
de	GSD	46	Bin immer wieder gern zu Gast.	corenlp	0.14285714285714285	0.14285714285714285
de	GSD	47	Bin in der letzten Woche zufällig an dem neuen Laden vorbeigekommen und da er alleine von außen schon so einladend und beruhigend auf einen wirkt, (nach einer Shoppingtour seeeehr einladend :-) bin ich kurzerhand rein und habe mich von dem supernetten Personal erstmal beraten lassen..	corenlp	0.4897959183673469	0.46938775510204084
de	GSD	48	Bin sehr zufrieden mit dem Ergebnis.	corenlp	1.0	1.0
de	GSD	49	Bin via Zeitungsannonce im Stadtanzeiger und Guller auf Lasting Beauty aufmerksam geworden.	corenlp	0.5714285714285714	0.42857142857142855
de	GSD	50	Bis ich bei Uwe war, seit dem gehe ich nur noch zu ihm.	corenlp	1.0	1.0
de	GSD	51	Bis um vier auf?	corenlp	0.4	0.4
de	GSD	52	Blaue T - Shirt - Träger langweilen sich rund um die Genius - Bar.	corenlp	0.6	0.6
de	GSD	53	Da er ein ruhiger Arzt ist und alles erklärt.	corenlp	0.9	0.8
de	GSD	54	Da kann eine Bestellung schon mal untergehen.	corenlp	0.75	0.625
de	GSD	55	Da kann man sich sicher vorstellen, wie das Personal mit der Brille umgegangen ist.	corenlp	0.9375	0.6875
de	GSD	56	Da wir im Winter dort waren, konnten wir leider nicht die Terrasse direkt am Wasser nutzen.	corenlp	0.85	0.85
de	GSD	57	Dabei besteht eine Einheit aus einem ausgiebigen Fitness - und Ausdauer - Teil, dann folgt die Technik	corenlp	0.4444444444444444	0.3333333333333333
de	GSD	58	Dabei signalisierte mir das Fahrzeug, dass sich kein Wasser mehr im Kühlkreislauf befinden würde.	corenlp	0.9411764705882353	0.8235294117647058
de	GSD	59	Danach haben wir uns von der netten Bedienung das Angebot der Tages empfehlen lassen und zwar Atun a la malaguena (habe ich mir extra aufgeschrieben).	corenlp	0.5714285714285714	0.42857142857142855
de	GSD	60	Dank ihm sind unsere Rechtsstreitigkeiten positiv verlaufen.	corenlp	1.0	1.0
de	GSD	61	Danke Rosemarie! :-)	corenlp	0.0	0.0
de	GSD	62	Dann habe ich sofort die Rechnung für die Getränke verlangt	corenlp	0.9	0.9
de	GSD	63	Daraufhin hat er zu anderen Gästen sich beklagt das wir kein verständnis haben und uns zur Zahlung warten lassen.	corenlp	0.8095238095238095	0.7142857142857143
de	GSD	64	Darüberhinaus ist das Personal sehr freundlich und zuvorkommend und jeder Gast wird persönlich vom Chef begrüßt.	corenlp	0.8888888888888888	0.7777777777777778
de	GSD	65	Das Ambiente innen ist rustikal.	corenlp	0.8333333333333334	0.8333333333333334
de	GSD	66	Das Buffet ist eigentlich kein Hotelstandard.	corenlp	1.0	0.8571428571428571
de	GSD	67	Das einzige was nervt ist, dass man sich sein Handtuch selbst mitbringen muss.	corenlp	0.5333333333333333	0.4
de	GSD	68	Das Essen ist hervorragend bei guten Preis - Leistungs - Verhältnis.	corenlp	0.8333333333333334	0.8333333333333334
de	GSD	69	Das Essen war sehr lecker, für Sylter -- Verhältnisse günstig und das Personal sehr nett.	corenlp	0.7058823529411765	0.6470588235294118
de	GSD	70	Das gilt vielleicht für's Zwiebelmarkt-Wochenende aber den Rest des Jahres?	corenlp	0.9285714285714286	0.9285714285714286
de	GSD	71	Das ist immer eine schöne Einleitung ins Wochenende, besonders wenn Freunde vorbei kommen und mithelfen.	corenlp	0.8888888888888888	0.8333333333333334
de	GSD	72	Das ist ja ` ne feine Sache, man spart durch die Videos über die Mietangebote jede Menge Zeit und Fragen	corenlp	0.8095238095238095	0.8095238095238095
de	GSD	73	Das ist leider keine Kundenorientierung und deshalb gibt es einen Kaktus für die Angestellten des Restaurants.	corenlp	1.0	0.8235294117647058
de	GSD	74	Das ist seit nunmehr 20 Stunden noch nicht passiert.	corenlp	0.9	0.7
de	GSD	75	Das letzte Mal war ich vor ein paar Wochen dort und muss sagen, dass es mir sehr gut gefallen hat.	corenlp	0.5909090909090909	0.5
de	GSD	76	"Das Lokal ist sauber, hat einen gemütlichen ""Raucherraum"" und wird gut besucht."	corenlp	0.875	0.875
de	GSD	77	Das nennt man Kundennähe...	corenlp	0.8	0.8
de	GSD	78	"Das Personal ist klasse, vor allem der Chef und der nette ""Oberkelner"" Dennis."	corenlp	0.5882352941176471	0.5294117647058824
de	GSD	79	Das Personal ist sehr freundlich, scheint aber manchmal etwas überfordert zu sein.	corenlp	0.9285714285714286	0.7857142857142857
de	GSD	80	Das R2 in Jena ist ein Restaurant, was sich direkt am Markt befindet.	corenlp	0.875	0.875
de	GSD	81	Das ragt mal angenhem heraus aus dem Einheitssbrei.	corenlp	1.0	0.8888888888888888
de	GSD	82	Das Restaurant war sehr gut gefüllt, was mich sehr verwundert hat.	corenlp	0.9230769230769231	0.8461538461538461
de	GSD	83	das sind aber seeeeeehr lange 15 Minuten.	corenlp	0.25	0.25
de	GSD	84	Das Training selbst wird von verschiedenen Trainern (je nach Kurs) geleitet, die alle sehr viel von Ihrem Handwerk verstehen.	corenlp	0.7391304347826086	0.6521739130434783
de	GSD	85	DasFahren wir jetzt seit Jahren hin.	corenlp	0.13333333333333333	0.13333333333333333
de	GSD	86	Dazu haben wir am Mittag telefonisch im unteren Bereich des Restaurant 15 Plätze mit Snacks reserevieren lassen	corenlp	0.5263157894736842	0.5263157894736842
de	GSD	87	Dazu muss man sagen, dass besagter ServiceMA gerade alle Stühle im geschlossenen Bereich aufgestellt und für spätere Gäste zurecht gerückt hat.	corenlp	0.9166666666666666	0.875
de	GSD	88	Dazu noch ein wirklich guter Kaffee und leckeres Essen.	corenlp	0.6	0.6
de	GSD	89	Dem Park fehlt eine Spitzenattraktion / ein Highlight, wie eine Achterbahn mit Katapultstart und Überschlägen.	corenlp	0.9411764705882353	0.8823529411764706
de	GSD	90	Dennoch ist es immer sehr ordentlich, man bekommt alles, was man möchte zu einer sehr guten Qualität	corenlp	0.7894736842105263	0.7894736842105263
de	GSD	91	Der Aussenbereich wurde liebevoll neu angelegt, und läd bei schönem Wetter zum verweilen ein	corenlp	0.875	0.8125
de	GSD	92	Der Besuch lohnt sich!	corenlp	1.0	1.0
de	GSD	93	Der Betrieb AF Wintergarten ist einfach Top!!!	corenlp	0.7	0.7
de	GSD	94	Der Fisch ist immer frisch und der Wein ist sehr gut.	corenlp	1.0	1.0
de	GSD	95	Der Gestank war auch durch Lüften nicht aus dem Zimmer zu bekommen.	corenlp	0.5384615384615384	0.5384615384615384
de	GSD	96	Der Kellner war sehr nett und die Atmosphäre ruhig und entspannt.	corenlp	0.9166666666666666	0.8333333333333334
de	GSD	97	Deswegen für mich und viele andere die Nr.1 bei KOnten, Banking, Kredit und Geldanlage.	corenlp	0.7647058823529411	0.7058823529411765
de	GSD	98	Die anderen hatten teilweise Gemüse, was mir auch eher nach Tiefkühlkost aussah.	corenlp	0.5714285714285714	0.5
de	GSD	99	Die Ausstattung ist sehr spartanisch.Das Zimmer war sehr klein.	corenlp	0.38095238095238093	0.38095238095238093
de	GSD	100	Die Auswahl auf der Karte war zwar nicht allzu groß, aber wir haben trotzdem ein passendes Gericht gefunden, was auch sehr lecker war.	corenlp	0.8846153846153846	0.8846153846153846
de	GSD	101	Die Beratung vorab war ebenfalls sehr hilfreich.	corenlp	0.875	0.875
de	GSD	102	Die Currywurst mit Pommes ist durchaus genießbar.	corenlp	1.0	1.0
de	GSD	103	Die Gläser hatten kleine Kratzer in der Mitte.	corenlp	1.0	1.0
de	GSD	104	Die Karte ist riesig, weshalb ich schon von Anfang an vermutete, dass es mit der Frische nicht weit her ist und das bestätigte sich auch.	corenlp	0.6071428571428571	0.5714285714285714
de	GSD	105	Die kleinen Probierstände sind immer recht nett, das Personal ebenfalls.	corenlp	0.75	0.75
de	GSD	106	"Die Küche ist gut, wenn nicht der Koch, oder die Köche, manchmal nicht immer auf dem ""Posten"" sind."	corenlp	0.5833333333333334	0.5833333333333334
de	GSD	107	Die Mängel hat er zwar zugegeben jedoch nicht behoben.	corenlp	0.9	0.8
de	GSD	108	Die Musiker beherrschen ihre Instrumente alle und brauchen sich nicht hinter einem Playback verstecken -- so macht zuhören Spass!	corenlp	0.8	0.65
de	GSD	109	Die Pensions - Lage fast direkt an der Schallschutzmauer der Autobahn, kombiniert mit DB, also große Geräuschkulisse.	corenlp	0.65	0.65
de	GSD	110	Die Simkarte habe ich zwar, aber benutzen kann ich diese nicht.	corenlp	0.6153846153846154	0.5384615384615384
de	GSD	111	Dies ist Durchschnitt.	corenlp	1.0	1.0
de	GSD	112	Diese Firma gibt es seit 1989 nicht mehr.	corenlp	1.0	0.7777777777777778
de	GSD	113	Diese Firma würde ich immer wieder weiter empfelen.	corenlp	0.7777777777777778	0.6666666666666666
de	GSD	114	Diese Unterkunft ist wirklich sehr empfehlenswert.	corenlp	1.0	1.0
de	GSD	115	Diesen hätte ich auch einfach zu Hause zu mir nehmen können, da ich einen Termin hatte und dennoch warten musste.	corenlp	0.9545454545454546	0.9545454545454546
de	GSD	116	Dieses Jahr hab ich den Rescue - Diver geplant, den ich selbstverständlich wieder hier machen werde.	corenlp	0.6666666666666666	0.6111111111111112
de	GSD	117	Doch es gibt Momente, da scheint der Wurm drin zu sein.	corenlp	0.8461538461538461	0.38461538461538464
de	GSD	118	Dort wurden wir vorzüglich bewirtet und konnten auch das gesuchte Gericht genießen.	corenlp	1.0	1.0
de	GSD	119	Duchsen war nur in gebückter Position möglich.	corenlp	0.875	0.75
de	GSD	120	Ebenfalls die überwiegend guten Bewertungen hier überraschen mich.	corenlp	1.0	1.0
de	GSD	121	Ebensowenig habe ich eine Quittung über meinen Einkauf erhalten, noch eine Durchschrift des von mir unterschriebenen Vertrag.	corenlp	0.8947368421052632	0.7894736842105263
de	GSD	122	Eigentlich ganz gut für den preis, jedoch ungepflegtes ambiente und schön langsam wirklich überfüllt!	corenlp	0.625	0.5
de	GSD	123	Ein kurzer Check ergab: Dies war tatsächlich der Fall!	corenlp	0.9090909090909091	0.9090909090909091
de	GSD	124	Ein netter Gruß aus der Werkstatt für einen Kunden, der sich nicht übers Ohr hauen lassen will?	corenlp	0.717948717948718	0.6666666666666666
de	GSD	125	Ein sauberer Park für die ganze Familie.	corenlp	1.0	1.0
de	GSD	126	Ein super Fressnapf.	corenlp	1.0	1.0
de	GSD	127	Eine Bereicherung für den Yoga in Deutschland!	corenlp	1.0	1.0
de	GSD	128	Eine ganz klare Empfehlung.	corenlp	1.0	1.0
de	GSD	129	Eine schöne Erinnerung an Norden!	corenlp	1.0	1.0
de	GSD	130	Eine zufriedene Kundin.	corenlp	1.0	1.0
de	GSD	131	Einen Lieferanten für Massagesessel und Infrarotkabinen zu finden war gar nicht einfach.	corenlp	0.8461538461538461	0.8461538461538461
de	GSD	132	Eintritt ok, da man mit der Karte auch Zugang zum Wildpark hat.	corenlp	0.6	0.6
de	GSD	133	Ekelerregent und wahnsinning unerhört!!!!!!	corenlp	0.0	0.0
de	GSD	134	Empfele besonders die Familienpizza Magharita für 10 € sehr günstig und lecker!	corenlp	0.38461538461538464	0.38461538461538464
de	GSD	135	Endlich hat er abgerechnet worauf ich ihm darauf hinwies das ich keine Lust habe in so ein Stresslokal zu essen UND das er die 15 Eurocent als Trinkgeld behalten kann weil er für so viel Spass gesorgt hat und er dann auch damit sein Spass haben soll.	corenlp	0.7835051546391752	0.6804123711340206
de	GSD	136	Er hat vor einigen Jahren einen Orden von ihrem Hause überreicht bekommen und dies sicherlich nicht für überteuerte Preise.	corenlp	0.4	0.4
de	GSD	137	Er ist im höchstem Maße weiter zu empfehlen.	corenlp	0.5	0.5
de	GSD	138	Es fing mit einer Wartezeit von ca 20 Minuten an, zu welcher mir jedoch ein Kaffee angeboten wurde.	corenlp	0.9	0.85
de	GSD	139	Es gab vor allem nicht die üblichen Grillteller.	corenlp	1.0	1.0
de	GSD	140	Es gibt allerdings keine Aufnahmegebühr oder sonstige versteckte Kosten.	corenlp	0.9	0.5
de	GSD	141	Es gibt von meiner Seite nur zu bemängeln, dass ich nicht meiner Mobilität gefragt wurde und auf die Strassenbahn angewiesen war.	corenlp	0.9130434782608695	0.782608695652174
de	GSD	142	Es ist alles sehr sauber und man wird sofort an der Tür freundlich begrüßt.	corenlp	1.0	1.0
de	GSD	143	Es lässt sich nur spekulieren, was mit dem Kühlwasser passiert ist.	corenlp	0.6153846153846154	0.6153846153846154
de	GSD	144	Es würde uns sonst was fehlen.	corenlp	1.0	0.7142857142857143
de	GSD	145	F4M -- eine moderne Band, die sehr genau auf Kundenwünsche eingehen kann.	corenlp	0.8571428571428571	0.8571428571428571
de	GSD	146	Falls man also mal nicht vor Ort ist bestellt man sich einfach die nötigen Medikamente nach Hause.	corenlp	0.6111111111111112	0.3888888888888889
de	GSD	147	Fazit: Augen zu und durch, allerdings läßt der Preis nicht darauf schließen.	corenlp	0.5333333333333333	0.4
de	GSD	148	Fettabsaugung im Prevention Center in Zürich.	corenlp	0.375	0.375
de	GSD	149	"Fr. Dr. Berndt hat mich ins Behandlungszimmer gerufen und vor meiner kleinen Tochter (2 Jahre) die Tür vor der Nase zugemacht und gesagt ""Du wartest draussen!"""	corenlp	0.8615384615384616	0.8307692307692308
de	GSD	150	Freundlich und unkompliziert ist die Organisation in der Praxis, und der Besuch erfolgte, zumindest bei mir, immer schmerzfrei.	corenlp	0.8181818181818182	0.7727272727272727
de	GSD	151	Frühstück am besten gar nicht dazu buchen, McDonalds ist nicht weit und die bessere Alternative.	corenlp	0.5555555555555556	0.5
de	GSD	152	Frühstück gibt es erst ab 8:00 Uhr.	corenlp	1.0	0.75
de	GSD	153	Fuer ein 3-sterne hotel und fuer den Preis TOP.	corenlp	0.6086956521739131	0.43478260869565216
de	GSD	154	Für den Monatsbeitrag kann man dann an allen angebotenen Kursen (täglich mehrere Kurse, auch Samstag und Sonntag) teilnehmen.	corenlp	0.8181818181818182	0.8181818181818182
de	GSD	155	Für uns das letzte Mal in diesem Laden.	corenlp	0.6666666666666666	0.6666666666666666
de	GSD	156	Ganz große Klasse, besonders für Familien.	corenlp	0.75	0.75
de	GSD	157	Ganz im Gegenteil, die Brille war schlechter als vorher.	corenlp	0.5833333333333334	0.4166666666666667
de	GSD	158	Ganz so deutlich hätte ich es mir nicht getraut zu schreiben, aber da ist schon was dran!!! :)	corenlp	0.5777777777777777	0.4888888888888889
de	GSD	159	Gäste sind immer herzlich willkommen.	corenlp	0.8333333333333334	0.8333333333333334
de	GSD	160	Gelernt haben wir auf den einfachen Galeonen, Sail & Surf hat eine Riesenauswahl an weiteren Segelbooten -- von der Gleitjolle bis zur Regattajacht ist alles dabei.	corenlp	0.6551724137931034	0.5862068965517241
de	GSD	161	Gewohnt super Qualität, Riesenauswahl, super präsentiert.	corenlp	1.0	0.8888888888888888
de	GSD	162	Ging alles sehr schnell und kundenfreundlich	corenlp	0.8333333333333334	0.5
de	GSD	163	"Glas und Display austauschen kostet 99 Euro."""	corenlp	0.8888888888888888	0.7777777777777778
de	GSD	164	Gottlob ist unsere Werkstatt gut ausgelastet, sodass diese Wartezeiten entstehen.	corenlp	0.9166666666666666	0.8333333333333334
de	GSD	165	Gut und günstig, regelmäßig Live - Musik und für den Hunger zwischendurch gibt 's auch diverse Leckereien	corenlp	0.6666666666666666	0.5
de	GSD	166	Gute Preise und astreiner Service!	corenlp	1.0	1.0
de	GSD	167	Guter Markt mit großem Angebot.	corenlp	1.0	1.0
de	GSD	168	Gutes Preis - Leistungsverhältis.	corenlp	0.8	0.8
de	GSD	169	Haben dort mal ein paar Tage verbracht... meine Güte, dieses Weib hat mehr Haare auf den Zähnen als ein ganzes Wildschweinrudel auf dem Rücken!	corenlp	0.8148148148148148	0.7777777777777778
de	GSD	170	Hallo G & W Team, vielen Dank nochmal für die schnelle und kompetente Bürovermietung.	corenlp	0.6875	0.5625
de	GSD	171	Hallo Herr Mark, ich nenne Sie jezt so und nicht mit ihrem richtigen Namen.	corenlp	0.4375	0.4375
de	GSD	172	Hallo zusammen.	corenlp	0.0	0.0
de	GSD	173	Hallo, lorenz - meier hat ein mit großen Mängeln ein Fernwärmesystem installiert.	corenlp	0.7857142857142857	0.5714285714285714
de	GSD	174	Hat man diese Grundtechniken drauf, kann man diese in lockeren Sparrings mit anderen Mitgliedern testen.	corenlp	0.7058823529411765	0.6470588235294118
de	GSD	175	Hauskauf ist Vertrauenssache.	corenlp	1.0	1.0
de	GSD	176	Hervorzuheben sind, die gute Beratung verbunden mit konstruktiven Vorschlägen in der Angebotsphase, die übersichtlichen und verständlichen Kostenvoranschläge, die qualitativ gute Ausführung des Auftrages sowie das freundliche Auftreten aller beteiligten Mitarbeiter.	corenlp	0.6176470588235294	0.5588235294117647
de	GSD	177	Heute, nach 3 Tagen geht es.	corenlp	0.75	0.75
de	GSD	178	Ich fühl mich schön mit Lasting Beauty...!!!!	corenlp	1.0	0.9166666666666666
de	GSD	179	Ich fühlte mich sehr gut beraten und bin mit der Leistung sehr zufrieden.	corenlp	1.0	1.0
de	GSD	180	Ich gehe in regelmäßigen Abständen und es ist immer wieder gut.	corenlp	1.0	1.0
de	GSD	181	Ich habe heute einen schleichenden Plattfuss bemerkt und brauchte deshalb schnell Ersatz für einen Reifen.	corenlp	1.0	1.0
de	GSD	182	Ich habe hier eine Hausratsversicherung abgeschlossen.	corenlp	1.0	0.8571428571428571
de	GSD	183	Ich habe meine Lippen durch Permanent Make up verschönern lassen und das Ergebnis ist einfach traumhaft.	corenlp	0.47058823529411764	0.47058823529411764
de	GSD	184	Ich habe mir nach meiner Fettabsaugung am Oberschenkel, auch noch am Bauch Fett absaugen lassen.	corenlp	0.8421052631578947	0.8421052631578947
de	GSD	185	Ich habe nie an Krankengymnastik geglaubt und dachte, es wäre etwas für Rentner, bis ich eines Tages selbst schlimme Rückenschmerzen bekam, die über Wochen nicht weggingen.	corenlp	0.7	0.7
de	GSD	186	Ich hatte einen gebacken Feta als Vorspeise bestellt und ich muss leider sagen, dass ich dessen Qualität auch mit Aldi Tiefkühlkost erreicht hätte!	corenlp	0.76	0.72
de	GSD	187	Ich hoffe ich muss nicht darauf zurückgreifen.	corenlp	1.0	1.0
de	GSD	188	Ich kann diese Tauchschule jeden wärmstens empfehlen.	corenlp	1.0	0.75
de	GSD	189	Ich kann Frau Lewandowski nur wärmstens empfehlen.	corenlp	1.0	1.0
de	GSD	190	Ich kann Sie nur weiterempfehlen.	corenlp	1.0	1.0
de	GSD	191	Ich war bisher immer zufrieden und kann es nur weiterempfehlen.	corenlp	1.0	1.0
de	GSD	192	Ich war für eine Woche in Berlin und habe leider erst am vorletzten Abend, dieses kleine und äußerst feine Restaurant entdeckt.	corenlp	0.9166666666666666	0.9166666666666666
de	GSD	193	"Ich war sichtlich enttäuscht: der ""XXL"" - Laden nimmt sich nichts zu den kleineren Filialen (außer der lebenden Exemplare), die Mitarbeiter waren inkompetent, sofern sie überhaupt aufzufinden waren."	corenlp	0.8333333333333334	0.7777777777777778
de	GSD	194	Ich wechsle da immer ein bisschen durch.	corenlp	1.0	0.875
de	GSD	195	Ich wollte hier mal positiv darüber berichten.	corenlp	0.875	0.875
de	GSD	196	Ich wünsche ihnen weiterhin gutes Lesen und seien sie froh, dass man die Dienste ihres Arbeitgebers nicht im Internet bestellen kann.	corenlp	0.9583333333333334	0.9166666666666666
de	GSD	197	Ich wurde superfreundlich begrüßt, die Beratung war 1a mit Sternchen und meine Haare an gewissen Stellen sind nun dauerhaft entfernt.	corenlp	0.6818181818181818	0.6363636363636364
de	GSD	198	Ideal für den Kaffee mit Kind am Morgen oder Mittag.	corenlp	1.0	1.0
de	GSD	199	Ihr habt unser Fest zu einem großen Erlebnis werden lassen.	corenlp	0.7272727272727273	0.5454545454545454
de	GSD	200	Im Anschluss gibt es Kaffee und Kuchen und die Möglichkeit zu einem Gespräch.	corenlp	0.9333333333333333	0.9333333333333333
de	GSD	201	Im Sand ist erstens sowieso Selbstbedienung und wenn mehr Gäste erwartet werden, wieso dann nicht 1/2h früher öffnen...???	corenlp	0.5652173913043478	0.5652173913043478
de	GSD	202	"Im Sommer draußen zu sitzen ist immer wieder eine ""Wonne"", so man noch einen Platz bekommt"	corenlp	0.85	0.75
de	GSD	203	In diesem Sinne wünsche ich allen Lesern eine gute und unfallfreie Fahrt.	corenlp	1.0	0.9230769230769231
de	GSD	204	Insgesamt bezahlten wir für zwei Gerichte Wein und Kaffee, dann rund 40 Euro und dies war auch dem Ambiente entsprechend.	corenlp	0.6363636363636364	0.5454545454545454
de	GSD	205	Insgesamt ist das R2 wirklich eine sehr schicke Lokalität, welche ich sehr gern besuche.	corenlp	0.9375	0.9375
de	GSD	206	Ist die beste Pizza die ich hier in Soest gegessen habe.	corenlp	0.75	0.75
de	GSD	207	Ist wirklich zu empfehlen und ich wundere mich immer wider, dass nach sovielen Jahren, der laden so wenig Bewertungen hat, deshalb habe ich mir jetzt ein Konto eingerichtet, um auch meine Meinung schreiben zu können.	corenlp	0.675	0.55
de	GSD	208	Jeder ist hier wirklich willkommen.	corenlp	1.0	1.0
de	GSD	209	Jeder kann sich so ein eigenes Bild machen.	corenlp	1.0	0.8888888888888888
de	GSD	210	Jederzeit gerne wieder!!!!!	corenlp	0.0	0.0
de	GSD	211	Jugendherbergen haben mehr zu bieten.	corenlp	1.0	0.8333333333333334
de	GSD	212	Kann ich uneingeschränkt empfehlen.	corenlp	1.0	1.0
de	GSD	213	Keine Playbackveranstaltung -- die können live spielen.	corenlp	0.75	0.625
de	GSD	214	Leider kann man die Termine im Internet nicht für eine Woche im Voraus machen.	corenlp	0.8823529411764706	0.8823529411764706
de	GSD	215	Leider wenig Erfahrung im kosmetischen Bereich.	corenlp	1.0	1.0
